mirror_id,zone,width_m,height_m,installation_height_m,x_m,y_m
765,3,6.42,6.42,3.26,-205.62499999999986,-149.94813172579484
766,3,6.42,6.42,3.26,-194.07499999999985,-149.94813172579484
767,3,6.42,6.42,3.26,-182.52499999999984,-149.94813172579484
768,3,6.42,6.42,3.26,-170.97499999999982,-149.94813172579484
769,2,6.48,6.48,3.29,-159.4249999999998,-149.94813172579484
770,2,6.48,6.48,3.29,-147.8749999999998,-149.94813172579484
771,2,6.48,6.48,3.29,-136.3249999999998,-149.94813172579484
772,2,6.48,6.48,3.29,-124.77499999999978,-149.94813172579484
773,2,6.48,6.48,3.29,-113.22499999999977,-149.94813172579484
774,2,6.48,6.48,3.29,-101.67499999999976,-149.94813172579484
775,2,6.48,6.48,3.29,-90.12499999999974,-149.94813172579484
776,2,6.48,6.48,3.29,-78.57499999999973,-149.94813172579484
777,2,6.48,6.48,3.29,-67.02499999999972,-149.94813172579484
778,2,6.48,6.48,3.29,-55.47499999999972,-149.94813172579484
779,2,6.48,6.48,3.29,-43.924999999999706,-149.94813172579484
780,2,6.48,6.48,3.29,-32.374999999999694,-149.94813172579484
781,2,6.48,6.48,3.29,-20.824999999999683,-149.94813172579484
782,2,6.48,6.48,3.29,-9.27499999999967,-149.94813172579484
783,2,6.48,6.48,3.29,2.2750000000003414,-149.94813172579484
784,2,6.48,6.48,3.29,13.825000000000353,-149.94813172579484
785,2,6.48,6.48,3.29,25.375000000000362,-149.94813172579484
786,2,6.48,6.48,3.29,36.925000000000374,-149.94813172579484
787,2,6.48,6.48,3.29,48.475000000000385,-149.94813172579484
788,2,6.48,6.48,3.29,60.0250000000004,-149.94813172579484
789,2,6.48,6.48,3.29,71.57500000000041,-149.94813172579484
790,2,6.48,6.48,3.29,83.12500000000043,-149.94813172579484
791,2,6.48,6.48,3.29,94.67500000000044,-149.94813172579484
792,2,6.48,6.48,3.29,106.22500000000045,-149.94813172579484
793,2,6.48,6.48,3.29,117.77500000000046,-149.94813172579484
794,2,6.48,6.48,3.29,129.32500000000047,-149.94813172579484
795,2,6.48,6.48,3.29,140.87500000000048,-149.94813172579484
796,2,6.48,6.48,3.29,152.4250000000005,-149.94813172579484
797,3,6.42,6.42,3.26,163.97500000000045,-149.94813172579484
798,3,6.42,6.42,3.26,175.52500000000052,-149.94813172579484
799,3,6.42,6.42,3.26,187.07500000000059,-149.94813172579484
800,3,6.42,6.42,3.26,198.62500000000054,-149.94813172579484
801,3,6.42,6.42,3.26,210.1750000000005,-149.94813172579484
802,3,6.42,6.42,3.26,221.72500000000056,-149.94813172579484
803,3,6.42,6.42,3.26,233.27500000000063,-149.94813172579484
804,4,6.36,6.36,3.23,244.82500000000059,-149.94813172579484
805,4,6.36,6.36,3.23,256.3750000000005,-149.94813172579484
806,4,6.36,6.36,3.23,267.9250000000006,-149.94813172579484
807,4,6.36,6.36,3.23,279.47500000000065,-149.94813172579484
808,4,6.36,6.36,3.23,291.0250000000006,-149.94813172579484
809,4,6.36,6.36,3.23,302.57500000000056,-149.94813172579484
810,4,6.36,6.36,3.23,314.1250000000006,-149.94813172579484
811,4,6.36,6.36,3.23,-315.34999999999997,-139.94553831208458
812,4,6.36,6.36,3.23,-303.79999999999995,-139.94553831208458
813,4,6.36,6.36,3.23,-292.24999999999994,-139.94553831208458
814,4,6.36,6.36,3.23,-280.69999999999993,-139.94553831208458
815,4,6.36,6.36,3.23,-269.1499999999999,-139.94553831208458
816,4,6.36,6.36,3.23,-257.5999999999999,-139.94553831208458
817,4,6.36,6.36,3.23,-246.0499999999999,-139.94553831208458
818,3,6.42,6.42,3.26,-234.4999999999999,-139.94553831208458
819,3,6.42,6.42,3.26,-222.94999999999987,-139.94553831208458
820,3,6.42,6.42,3.26,-211.39999999999986,-139.94553831208458
821,3,6.42,6.42,3.26,-199.84999999999985,-139.94553831208458
822,3,6.42,6.42,3.26,-188.29999999999984,-139.94553831208458
823,3,6.42,6.42,3.26,-176.74999999999983,-139.94553831208458
824,2,6.48,6.48,3.29,-165.19999999999982,-139.94553831208458
825,2,6.48,6.48,3.29,-153.6499999999998,-139.94553831208458
826,2,6.48,6.48,3.29,-142.0999999999998,-139.94553831208458
827,2,6.48,6.48,3.29,-130.54999999999978,-139.94553831208458
828,2,6.48,6.48,3.29,-118.99999999999977,-139.94553831208458
829,2,6.48,6.48,3.29,-107.44999999999976,-139.94553831208458
830,2,6.48,6.48,3.29,-95.89999999999975,-139.94553831208458
831,2,6.48,6.48,3.29,-84.34999999999974,-139.94553831208458
832,2,6.48,6.48,3.29,-72.79999999999973,-139.94553831208458
833,2,6.48,6.48,3.29,-61.249999999999716,-139.94553831208458
834,2,6.48,6.48,3.29,-49.699999999999704,-139.94553831208458
835,1,6.54,6.54,3.32,-38.14999999999969,-139.94553831208458
836,1,6.54,6.54,3.32,-26.59999999999968,-139.94553831208458
837,1,6.54,6.54,3.32,-15.04999999999967,-139.94553831208458
838,1,6.54,6.54,3.32,-3.499999999999659,-139.94553831208458
839,1,6.54,6.54,3.32,8.050000000000352,-139.94553831208458
840,1,6.54,6.54,3.32,19.600000000000364,-139.94553831208458
841,1,6.54,6.54,3.32,31.150000000000375,-139.94553831208458
842,1,6.54,6.54,3.32,42.70000000000039,-139.94553831208458
843,2,6.48,6.48,3.29,54.2500000000004,-139.94553831208458
844,2,6.48,6.48,3.29,65.80000000000041,-139.94553831208458
845,2,6.48,6.48,3.29,77.35000000000042,-139.94553831208458
846,2,6.48,6.48,3.29,88.90000000000043,-139.94553831208458
847,2,6.48,6.48,3.29,100.45000000000044,-139.94553831208458
848,2,6.48,6.48,3.29,112.00000000000045,-139.94553831208458
849,2,6.48,6.48,3.29,123.55000000000047,-139.94553831208458
850,2,6.48,6.48,3.29,135.10000000000048,-139.94553831208458
851,2,6.48,6.48,3.29,146.6500000000005,-139.94553831208458
852,2,6.48,6.48,3.29,158.20000000000044,-139.94553831208458
853,2,6.48,6.48,3.29,169.7500000000005,-139.94553831208458
854,3,6.42,6.42,3.26,181.30000000000058,-139.94553831208458
855,3,6.42,6.42,3.26,192.85000000000053,-139.94553831208458
856,3,6.42,6.42,3.26,204.4000000000005,-139.94553831208458
857,3,6.42,6.42,3.26,215.95000000000056,-139.94553831208458
858,3,6.42,6.42,3.26,227.50000000000063,-139.94553831208458
859,3,6.42,6.42,3.26,239.05000000000058,-139.94553831208458
860,4,6.36,6.36,3.23,250.60000000000053,-139.94553831208458
861,4,6.36,6.36,3.23,262.1500000000006,-139.94553831208458
862,4,6.36,6.36,3.23,273.70000000000067,-139.94553831208458
863,4,6.36,6.36,3.23,285.2500000000006,-139.94553831208458
864,4,6.36,6.36,3.23,296.8000000000006,-139.94553831208458
865,4,6.36,6.36,3.23,308.35000000000065,-139.94553831208458
866,4,6.36,6.36,3.23,319.9000000000007,-139.94553831208458
867,4,6.36,6.36,3.23,-321.125,-129.94294489837432
868,4,6.36,6.36,3.23,-309.575,-129.94294489837432
869,4,6.36,6.36,3.23,-298.025,-129.94294489837432
870,4,6.36,6.36,3.23,-286.47499999999997,-129.94294489837432
871,4,6.36,6.36,3.23,-274.92499999999995,-129.94294489837432
872,4,6.36,6.36,3.23,-263.37499999999994,-129.94294489837432
873,4,6.36,6.36,3.23,-251.8249999999999,-129.94294489837432
874,3,6.42,6.42,3.26,-240.2749999999999,-129.94294489837432
875,3,6.42,6.42,3.26,-228.72499999999988,-129.94294489837432
876,3,6.42,6.42,3.26,-217.17499999999987,-129.94294489837432
877,3,6.42,6.42,3.26,-205.62499999999986,-129.94294489837432
878,3,6.42,6.42,3.26,-194.07499999999985,-129.94294489837432
879,2,6.48,6.48,3.29,-182.52499999999984,-129.94294489837432
880,2,6.48,6.48,3.29,-170.97499999999982,-129.94294489837432
881,2,6.48,6.48,3.29,-159.4249999999998,-129.94294489837432
882,2,6.48,6.48,3.29,-147.8749999999998,-129.94294489837432
883,2,6.48,6.48,3.29,-136.3249999999998,-129.94294489837432
884,2,6.48,6.48,3.29,-124.77499999999978,-129.94294489837432
885,2,6.48,6.48,3.29,-113.22499999999977,-129.94294489837432
886,2,6.48,6.48,3.29,-101.67499999999976,-129.94294489837432
887,2,6.48,6.48,3.29,-90.12499999999974,-129.94294489837432
888,2,6.48,6.48,3.29,-78.57499999999973,-129.94294489837432
889,1,6.54,6.54,3.32,-67.02499999999972,-129.94294489837432
890,1,6.54,6.54,3.32,-55.47499999999972,-129.94294489837432
891,1,6.54,6.54,3.32,-43.924999999999706,-129.94294489837432
892,1,6.54,6.54,3.32,-32.374999999999694,-129.94294489837432
893,1,6.54,6.54,3.32,-20.824999999999683,-129.94294489837432
894,1,6.54,6.54,3.32,-9.27499999999967,-129.94294489837432
895,1,6.54,6.54,3.32,2.2750000000003414,-129.94294489837432
896,1,6.54,6.54,3.32,13.825000000000353,-129.94294489837432
897,1,6.54,6.54,3.32,25.375000000000362,-129.94294489837432
898,1,6.54,6.54,3.32,36.925000000000374,-129.94294489837432
899,1,6.54,6.54,3.32,48.475000000000385,-129.94294489837432
900,1,6.54,6.54,3.32,60.0250000000004,-129.94294489837432
901,1,6.54,6.54,3.32,71.57500000000041,-129.94294489837432
902,2,6.48,6.48,3.29,83.12500000000043,-129.94294489837432
903,2,6.48,6.48,3.29,94.67500000000044,-129.94294489837432
904,2,6.48,6.48,3.29,106.22500000000045,-129.94294489837432
905,2,6.48,6.48,3.29,117.77500000000046,-129.94294489837432
906,2,6.48,6.48,3.29,129.32500000000047,-129.94294489837432
907,2,6.48,6.48,3.29,140.87500000000048,-129.94294489837432
908,2,6.48,6.48,3.29,152.4250000000005,-129.94294489837432
909,2,6.48,6.48,3.29,163.97500000000045,-129.94294489837432
910,2,6.48,6.48,3.29,175.52500000000052,-129.94294489837432
911,3,6.42,6.42,3.26,187.07500000000059,-129.94294489837432
912,3,6.42,6.42,3.26,198.62500000000054,-129.94294489837432
913,3,6.42,6.42,3.26,210.1750000000005,-129.94294489837432
914,3,6.42,6.42,3.26,221.72500000000056,-129.94294489837432
915,3,6.42,6.42,3.26,233.27500000000063,-129.94294489837432
916,3,6.42,6.42,3.26,244.82500000000059,-129.94294489837432
917,4,6.36,6.36,3.23,256.3750000000005,-129.94294489837432
918,4,6.36,6.36,3.23,267.9250000000006,-129.94294489837432
919,4,6.36,6.36,3.23,279.47500000000065,-129.94294489837432
920,4,6.36,6.36,3.23,291.0250000000006,-129.94294489837432
921,4,6.36,6.36,3.23,302.57500000000056,-129.94294489837432
922,4,6.36,6.36,3.23,314.1250000000006,-129.94294489837432
923,4,6.36,6.36,3.23,-326.9,-119.94035148466406
924,4,6.36,6.36,3.23,-315.34999999999997,-119.94035148466406
925,4,6.36,6.36,3.23,-303.79999999999995,-119.94035148466406
926,4,6.36,6.36,3.23,-292.24999999999994,-119.94035148466406
927,4,6.36,6.36,3.23,-280.69999999999993,-119.94035148466406
928,4,6.36,6.36,3.23,-269.1499999999999,-119.94035148466406
929,4,6.36,6.36,3.23,-257.5999999999999,-119.94035148466406
930,3,6.42,6.42,3.26,-246.0499999999999,-119.94035148466406
931,3,6.42,6.42,3.26,-234.4999999999999,-119.94035148466406
932,3,6.42,6.42,3.26,-222.94999999999987,-119.94035148466406
933,3,6.42,6.42,3.26,-211.39999999999986,-119.94035148466406
934,3,6.42,6.42,3.26,-199.84999999999985,-119.94035148466406
935,2,6.48,6.48,3.29,-188.29999999999984,-119.94035148466406
936,2,6.48,6.48,3.29,-176.74999999999983,-119.94035148466406
937,2,6.48,6.48,3.29,-165.19999999999982,-119.94035148466406
938,2,6.48,6.48,3.29,-153.6499999999998,-119.94035148466406
939,2,6.48,6.48,3.29,-142.0999999999998,-119.94035148466406
940,2,6.48,6.48,3.29,-130.54999999999978,-119.94035148466406
941,2,6.48,6.48,3.29,-118.99999999999977,-119.94035148466406
942,2,6.48,6.48,3.29,-107.44999999999976,-119.94035148466406
943,2,6.48,6.48,3.29,-95.89999999999975,-119.94035148466406
944,1,6.54,6.54,3.32,-84.34999999999974,-119.94035148466406
945,1,6.54,6.54,3.32,-72.79999999999973,-119.94035148466406
946,1,6.54,6.54,3.32,-61.249999999999716,-119.94035148466406
947,1,6.54,6.54,3.32,-49.699999999999704,-119.94035148466406
948,1,6.54,6.54,3.32,-38.14999999999969,-119.94035148466406
949,1,6.54,6.54,3.32,-26.59999999999968,-119.94035148466406
950,1,6.54,6.54,3.32,-15.04999999999967,-119.94035148466406
951,1,6.54,6.54,3.32,-3.499999999999659,-119.94035148466406
952,1,6.54,6.54,3.32,8.050000000000352,-119.94035148466406
953,1,6.54,6.54,3.32,19.600000000000364,-119.94035148466406
954,1,6.54,6.54,3.32,31.150000000000375,-119.94035148466406
955,1,6.54,6.54,3.32,42.70000000000039,-119.94035148466406
956,1,6.54,6.54,3.32,54.2500000000004,-119.94035148466406
957,1,6.54,6.54,3.32,65.80000000000041,-119.94035148466406
958,1,6.54,6.54,3.32,77.35000000000042,-119.94035148466406
959,1,6.54,6.54,3.32,88.90000000000043,-119.94035148466406
960,2,6.48,6.48,3.29,100.45000000000044,-119.94035148466406
961,2,6.48,6.48,3.29,112.00000000000045,-119.94035148466406
962,2,6.48,6.48,3.29,123.55000000000047,-119.94035148466406
963,2,6.48,6.48,3.29,135.10000000000048,-119.94035148466406
964,2,6.48,6.48,3.29,146.6500000000005,-119.94035148466406
965,2,6.48,6.48,3.29,158.20000000000044,-119.94035148466406
966,2,6.48,6.48,3.29,169.7500000000005,-119.94035148466406
967,2,6.48,6.48,3.29,181.30000000000058,-119.94035148466406
968,2,6.48,6.48,3.29,192.85000000000053,-119.94035148466406
969,3,6.42,6.42,3.26,204.4000000000005,-119.94035148466406
970,3,6.42,6.42,3.26,215.95000000000056,-119.94035148466406
971,3,6.42,6.42,3.26,227.50000000000063,-119.94035148466406
972,3,6.42,6.42,3.26,239.05000000000058,-119.94035148466406
973,3,6.42,6.42,3.26,250.60000000000053,-119.94035148466406
974,4,6.36,6.36,3.23,262.1500000000006,-119.94035148466406
975,4,6.36,6.36,3.23,273.70000000000067,-119.94035148466406
976,4,6.36,6.36,3.23,285.2500000000006,-119.94035148466406
977,4,6.36,6.36,3.23,296.8000000000006,-119.94035148466406
978,4,6.36,6.36,3.23,308.35000000000065,-119.94035148466406
979,4,6.36,6.36,3.23,319.9000000000007,-119.94035148466406
980,4,6.36,6.36,3.23,-321.125,-109.9377580709538
981,4,6.36,6.36,3.23,-309.575,-109.9377580709538
982,4,6.36,6.36,3.23,-298.025,-109.9377580709538
983,4,6.36,6.36,3.23,-286.47499999999997,-109.9377580709538
984,4,6.36,6.36,3.23,-274.92499999999995,-109.9377580709538
985,3,6.42,6.42,3.26,-263.37499999999994,-109.9377580709538
986,3,6.42,6.42,3.26,-251.8249999999999,-109.9377580709538
987,3,6.42,6.42,3.26,-240.2749999999999,-109.9377580709538
988,3,6.42,6.42,3.26,-228.72499999999988,-109.9377580709538
989,3,6.42,6.42,3.26,-217.17499999999987,-109.9377580709538
990,3,6.42,6.42,3.26,-205.62499999999986,-109.9377580709538
991,2,6.48,6.48,3.29,-194.07499999999985,-109.9377580709538
992,2,6.48,6.48,3.29,-182.52499999999984,-109.9377580709538
993,2,6.48,6.48,3.29,-170.97499999999982,-109.9377580709538
994,2,6.48,6.48,3.29,-159.4249999999998,-109.9377580709538
995,2,6.48,6.48,3.29,-147.8749999999998,-109.9377580709538
996,2,6.48,6.48,3.29,-136.3249999999998,-109.9377580709538
997,2,6.48,6.48,3.29,-124.77499999999978,-109.9377580709538
998,2,6.48,6.48,3.29,-113.22499999999977,-109.9377580709538
999,1,6.54,6.54,3.32,-101.67499999999976,-109.9377580709538
1000,1,6.54,6.54,3.32,-90.12499999999974,-109.9377580709538
1001,1,6.54,6.54,3.32,-78.57499999999973,-109.9377580709538
1002,1,6.54,6.54,3.32,-67.02499999999972,-109.9377580709538
1003,1,6.54,6.54,3.32,-55.47499999999972,-109.9377580709538
1004,1,6.54,6.54,3.32,-43.924999999999706,-109.9377580709538
1005,1,6.54,6.54,3.32,-32.374999999999694,-109.9377580709538
1006,1,6.54,6.54,3.32,-20.824999999999683,-109.9377580709538
1007,1,6.54,6.54,3.32,-9.27499999999967,-109.9377580709538
1008,1,6.54,6.54,3.32,2.2750000000003414,-109.9377580709538
1009,1,6.54,6.54,3.32,13.825000000000353,-109.9377580709538
1010,1,6.54,6.54,3.32,25.375000000000362,-109.9377580709538
1011,1,6.54,6.54,3.32,36.925000000000374,-109.9377580709538
1012,1,6.54,6.54,3.32,48.475000000000385,-109.9377580709538
1013,1,6.54,6.54,3.32,60.0250000000004,-109.9377580709538
1014,1,6.54,6.54,3.32,71.57500000000041,-109.9377580709538
1015,1,6.54,6.54,3.32,83.12500000000043,-109.9377580709538
1016,1,6.54,6.54,3.32,94.67500000000044,-109.9377580709538
1017,1,6.54,6.54,3.32,106.22500000000045,-109.9377580709538
1018,2,6.48,6.48,3.29,117.77500000000046,-109.9377580709538
1019,2,6.48,6.48,3.29,129.32500000000047,-109.9377580709538
1020,2,6.48,6.48,3.29,140.87500000000048,-109.9377580709538
1021,2,6.48,6.48,3.29,152.4250000000005,-109.9377580709538
1022,2,6.48,6.48,3.29,163.97500000000045,-109.9377580709538
1023,2,6.48,6.48,3.29,175.52500000000052,-109.9377580709538
1024,2,6.48,6.48,3.29,187.07500000000059,-109.9377580709538
1025,2,6.48,6.48,3.29,198.62500000000054,-109.9377580709538
1026,3,6.42,6.42,3.26,210.1750000000005,-109.9377580709538
1027,3,6.42,6.42,3.26,221.72500000000056,-109.9377580709538
1028,3,6.42,6.42,3.26,233.27500000000063,-109.9377580709538
1029,3,6.42,6.42,3.26,244.82500000000059,-109.9377580709538
1030,3,6.42,6.42,3.26,256.3750000000005,-109.9377580709538
1031,4,6.36,6.36,3.23,267.9250000000006,-109.9377580709538
1032,4,6.36,6.36,3.23,279.47500000000065,-109.9377580709538
1033,4,6.36,6.36,3.23,291.0250000000006,-109.9377580709538
1034,4,6.36,6.36,3.23,302.57500000000056,-109.9377580709538
1035,4,6.36,6.36,3.23,314.1250000000006,-109.9377580709538
1036,4,6.36,6.36,3.23,325.6750000000007,-109.9377580709538
1037,4,6.36,6.36,3.23,-326.9,-99.93516465724355
1038,4,6.36,6.36,3.23,-315.34999999999997,-99.93516465724355
1039,4,6.36,6.36,3.23,-303.79999999999995,-99.93516465724355
1040,4,6.36,6.36,3.23,-292.24999999999994,-99.93516465724355
1041,4,6.36,6.36,3.23,-280.69999999999993,-99.93516465724355
1042,3,6.42,6.42,3.26,-269.1499999999999,-99.93516465724355
1043,3,6.42,6.42,3.26,-257.5999999999999,-99.93516465724355
1044,3,6.42,6.42,3.26,-246.0499999999999,-99.93516465724355
1045,3,6.42,6.42,3.26,-234.4999999999999,-99.93516465724355
1046,3,6.42,6.42,3.26,-222.94999999999987,-99.93516465724355
1047,3,6.42,6.42,3.26,-211.39999999999986,-99.93516465724355
1048,2,6.48,6.48,3.29,-199.84999999999985,-99.93516465724355
1049,2,6.48,6.48,3.29,-188.29999999999984,-99.93516465724355
1050,2,6.48,6.48,3.29,-176.74999999999983,-99.93516465724355
1051,2,6.48,6.48,3.29,-165.19999999999982,-99.93516465724355
1052,2,6.48,6.48,3.29,-153.6499999999998,-99.93516465724355
1053,2,6.48,6.48,3.29,-142.0999999999998,-99.93516465724355
1054,2,6.48,6.48,3.29,-130.54999999999978,-99.93516465724355
1055,1,6.54,6.54,3.32,-118.99999999999977,-99.93516465724355
1056,1,6.54,6.54,3.32,-107.44999999999976,-99.93516465724355
1057,1,6.54,6.54,3.32,-95.89999999999975,-99.93516465724355
1058,1,6.54,6.54,3.32,-84.34999999999974,-99.93516465724355
1059,1,6.54,6.54,3.32,-72.79999999999973,-99.93516465724355
1060,1,6.54,6.54,3.32,-61.249999999999716,-99.93516465724355
1061,1,6.54,6.54,3.32,-49.699999999999704,-99.93516465724355
1062,1,6.54,6.54,3.32,-38.14999999999969,-99.93516465724355
1063,1,6.54,6.54,3.32,-26.59999999999968,-99.93516465724355
1064,1,6.54,6.54,3.32,-15.04999999999967,-99.93516465724355
1065,1,6.54,6.54,3.32,-3.499999999999659,-99.93516465724355
1066,1,6.54,6.54,3.32,8.050000000000352,-99.93516465724355
1067,1,6.54,6.54,3.32,19.600000000000364,-99.93516465724355
1068,1,6.54,6.54,3.32,31.150000000000375,-99.93516465724355
1069,1,6.54,6.54,3.32,42.70000000000039,-99.93516465724355
1070,1,6.54,6.54,3.32,54.2500000000004,-99.93516465724355
1071,1,6.54,6.54,3.32,65.80000000000041,-99.93516465724355
1072,1,6.54,6.54,3.32,77.35000000000042,-99.93516465724355
1073,1,6.54,6.54,3.32,88.90000000000043,-99.93516465724355
1074,1,6.54,6.54,3.32,100.45000000000044,-99.93516465724355
1075,1,6.54,6.54,3.32,112.00000000000045,-99.93516465724355
1076,1,6.54,6.54,3.32,123.55000000000047,-99.93516465724355
1077,2,6.48,6.48,3.29,135.10000000000048,-99.93516465724355
1078,2,6.48,6.48,3.29,146.6500000000005,-99.93516465724355
1079,2,6.48,6.48,3.29,158.20000000000044,-99.93516465724355
1080,2,6.48,6.48,3.29,169.7500000000005,-99.93516465724355
1081,2,6.48,6.48,3.29,181.30000000000058,-99.93516465724355
1082,2,6.48,6.48,3.29,192.85000000000053,-99.93516465724355
1083,2,6.48,6.48,3.29,204.4000000000005,-99.93516465724355
1084,3,6.42,6.42,3.26,215.95000000000056,-99.93516465724355
1085,3,6.42,6.42,3.26,227.50000000000063,-99.93516465724355
1086,3,6.42,6.42,3.26,239.05000000000058,-99.93516465724355
1087,3,6.42,6.42,3.26,250.60000000000053,-99.93516465724355
1088,3,6.42,6.42,3.26,262.1500000000006,-99.93516465724355
1089,4,6.36,6.36,3.23,273.70000000000067,-99.93516465724355
1090,4,6.36,6.36,3.23,285.2500000000006,-99.93516465724355
1091,4,6.36,6.36,3.23,296.8000000000006,-99.93516465724355
1092,4,6.36,6.36,3.23,308.35000000000065,-99.93516465724355
1093,4,6.36,6.36,3.23,319.9000000000007,-99.93516465724355
1094,4,6.36,6.36,3.23,331.45000000000067,-99.93516465724355
1095,4,6.36,6.36,3.23,-332.675,-89.93257124353329
1096,4,6.36,6.36,3.23,-321.125,-89.93257124353329
1097,4,6.36,6.36,3.23,-309.575,-89.93257124353329
1098,4,6.36,6.36,3.23,-298.025,-89.93257124353329
1099,4,6.36,6.36,3.23,-286.47499999999997,-89.93257124353329
1100,4,6.36,6.36,3.23,-274.92499999999995,-89.93257124353329
1101,3,6.42,6.42,3.26,-263.37499999999994,-89.93257124353329
1102,3,6.42,6.42,3.26,-251.8249999999999,-89.93257124353329
1103,3,6.42,6.42,3.26,-240.2749999999999,-89.93257124353329
1104,3,6.42,6.42,3.26,-228.72499999999988,-89.93257124353329
1105,3,6.42,6.42,3.26,-217.17499999999987,-89.93257124353329
1106,2,6.48,6.48,3.29,-205.62499999999986,-89.93257124353329
1107,2,6.48,6.48,3.29,-194.07499999999985,-89.93257124353329
1108,2,6.48,6.48,3.29,-182.52499999999984,-89.93257124353329
1109,2,6.48,6.48,3.29,-170.97499999999982,-89.93257124353329
1110,2,6.48,6.48,3.29,-159.4249999999998,-89.93257124353329
1111,2,6.48,6.48,3.29,-147.8749999999998,-89.93257124353329
1112,2,6.48,6.48,3.29,-136.3249999999998,-89.93257124353329
1113,1,6.54,6.54,3.32,-124.77499999999978,-89.93257124353329
1114,1,6.54,6.54,3.32,-113.22499999999977,-89.93257124353329
1115,1,6.54,6.54,3.32,-101.67499999999976,-89.93257124353329
1116,1,6.54,6.54,3.32,-90.12499999999974,-89.93257124353329
1117,1,6.54,6.54,3.32,-78.57499999999973,-89.93257124353329
1118,1,6.54,6.54,3.32,-67.02499999999972,-89.93257124353329
1119,1,6.54,6.54,3.32,-55.47499999999972,-89.93257124353329
1120,1,6.54,6.54,3.32,-43.924999999999706,-89.93257124353329
1121,1,6.54,6.54,3.32,-32.374999999999694,-89.93257124353329
1122,1,6.54,6.54,3.32,-20.824999999999683,-89.93257124353329
1123,1,6.54,6.54,3.32,-9.27499999999967,-89.93257124353329
1124,1,6.54,6.54,3.32,2.2750000000003414,-89.93257124353329
1125,1,6.54,6.54,3.32,13.825000000000353,-89.93257124353329
1126,1,6.54,6.54,3.32,25.375000000000362,-89.93257124353329
1127,1,6.54,6.54,3.32,36.925000000000374,-89.93257124353329
1128,1,6.54,6.54,3.32,48.475000000000385,-89.93257124353329
1129,1,6.54,6.54,3.32,60.0250000000004,-89.93257124353329
1130,1,6.54,6.54,3.32,71.57500000000041,-89.93257124353329
1131,1,6.54,6.54,3.32,83.12500000000043,-89.93257124353329
1132,1,6.54,6.54,3.32,94.67500000000044,-89.93257124353329
1133,1,6.54,6.54,3.32,106.22500000000045,-89.93257124353329
1134,1,6.54,6.54,3.32,117.77500000000046,-89.93257124353329
1135,1,6.54,6.54,3.32,129.32500000000047,-89.93257124353329
1136,2,6.48,6.48,3.29,140.87500000000048,-89.93257124353329
1137,2,6.48,6.48,3.29,152.4250000000005,-89.93257124353329
1138,2,6.48,6.48,3.29,163.97500000000045,-89.93257124353329
1139,2,6.48,6.48,3.29,175.52500000000052,-89.93257124353329
1140,2,6.48,6.48,3.29,187.07500000000059,-89.93257124353329
1141,2,6.48,6.48,3.29,198.62500000000054,-89.93257124353329
1142,2,6.48,6.48,3.29,210.1750000000005,-89.93257124353329
1143,3,6.42,6.42,3.26,221.72500000000056,-89.93257124353329
1144,3,6.42,6.42,3.26,233.27500000000063,-89.93257124353329
1145,3,6.42,6.42,3.26,244.82500000000059,-89.93257124353329
1146,3,6.42,6.42,3.26,256.3750000000005,-89.93257124353329
1147,3,6.42,6.42,3.26,267.9250000000006,-89.93257124353329
1148,4,6.36,6.36,3.23,279.47500000000065,-89.93257124353329
1149,4,6.36,6.36,3.23,291.0250000000006,-89.93257124353329
1150,4,6.36,6.36,3.23,302.57500000000056,-89.93257124353329
1151,4,6.36,6.36,3.23,314.1250000000006,-89.93257124353329
1152,4,6.36,6.36,3.23,325.6750000000007,-89.93257124353329
1153,4,6.36,6.36,3.23,337.22500000000065,-89.93257124353329
1154,4,6.36,6.36,3.23,-338.45,-79.92997782982303
1155,4,6.36,6.36,3.23,-326.9,-79.92997782982303
1156,4,6.36,6.36,3.23,-315.34999999999997,-79.92997782982303
1157,4,6.36,6.36,3.23,-303.79999999999995,-79.92997782982303
1158,4,6.36,6.36,3.23,-292.24999999999994,-79.92997782982303
1159,4,6.36,6.36,3.23,-280.69999999999993,-79.92997782982303
1160,3,6.42,6.42,3.26,-269.1499999999999,-79.92997782982303
1161,3,6.42,6.42,3.26,-257.5999999999999,-79.92997782982303
1162,3,6.42,6.42,3.26,-246.0499999999999,-79.92997782982303
1163,3,6.42,6.42,3.26,-234.4999999999999,-79.92997782982303
1164,3,6.42,6.42,3.26,-222.94999999999987,-79.92997782982303
1165,2,6.48,6.48,3.29,-211.39999999999986,-79.92997782982303
1166,2,6.48,6.48,3.29,-199.84999999999985,-79.92997782982303
1167,2,6.48,6.48,3.29,-188.29999999999984,-79.92997782982303
1168,2,6.48,6.48,3.29,-176.74999999999983,-79.92997782982303
1169,2,6.48,6.48,3.29,-165.19999999999982,-79.92997782982303
1170,2,6.48,6.48,3.29,-153.6499999999998,-79.92997782982303
1171,1,6.54,6.54,3.32,-142.0999999999998,-79.92997782982303
1172,1,6.54,6.54,3.32,-130.54999999999978,-79.92997782982303
1173,1,6.54,6.54,3.32,-118.99999999999977,-79.92997782982303
1174,1,6.54,6.54,3.32,-107.44999999999976,-79.92997782982303
1175,1,6.54,6.54,3.32,-95.89999999999975,-79.92997782982303
1176,1,6.54,6.54,3.32,-84.34999999999974,-79.92997782982303
1177,1,6.54,6.54,3.32,-72.79999999999973,-79.92997782982303
